id,asin,image_url,title,categories
1508,B07Z57RYK2,,Pequeno manual antirracista (Portuguese Edition),Politics & Social Sciences
1509,B07Z5BK9XS,,"In the Heart of the Fire: Nameless: Season One, Book 1","Mystery, Thriller & Suspense"
1510,B07Z44CWFM,,Untamed,Biographies & Memoirs
1511,B07Z9MM4BC,,The Book of Lost Names,Literature & Fiction
1512,B07Z44L58J,,The Book of Lost Names,Literature & Fiction
1513,B07Z5GKM8F,,The Order: A Novel,Literature & Fiction
1514,B07ZDKLSVD,,A Long Petal of the Sea: A Novel,Literature & Fiction
1515,B07ZPDRVYF,,"The Boy from the Woods: Wilde, Book 1","Mystery, Thriller & Suspense"
1516,B07ZPJ99LH,,Devoted,Literature & Fiction
1517,B07ZMKXMTG,,Steve Jobs,Biographies & Memoirs
1518,B07ZN4WM13,,"A Feast for Crows: A Song of Ice and Fire, Book 4",Science Fiction & Fantasy
1519,B07ZQFT4B1,,Bloodline,"Mystery, Thriller & Suspense"
1520,B08126MPVG,,The Power of Your Subconscious Mind,Religion & Spirituality
1521,B081K8T3W4,,The Book of Lost Friends: A Novel,"Mystery, Thriller & Suspense"
1522,B082BHWQCJ,,The Martian,Science Fiction & Fantasy
1523,B082FQH4K7,,The Book of Longings: A Novel,Literature & Fiction
1524,B082FQN364,,Killing Crazy Horse: The Merciless Indian Wars in America,Biographies & Memoirs
1525,B082FQRWWR,,Rhythm of War: Book Four of The Stormlight Archive,Literature & Fiction
1526,B082FRDSM4,,The Girl with the Louding Voice: A Novel,Literature & Fiction
1527,B082TKH2K7,,Mexican Gothic,Literature & Fiction
1528,B082NN6JFN,,Girls of Brackenhill: A Thriller,"Mystery, Thriller & Suspense"
1529,B082L5W4HF,,"Camino Winds: Camino, Book 2","Mystery, Thriller & Suspense"
1530,B082HSQR9L,,This Magnificent Dappled Sea: A Novel,Literature & Fiction
1531,B082LSG9RQ,,Not One of Us,"Mystery, Thriller & Suspense"
1532,B082HZC2HK,,"The Evening and the Morning: The Prequel to The Pillars of the Earth, A Kingsbridge Novel",Literature & Fiction
1533,B082YH9Z8P,,"The Evening and the Morning: Kingsbridge, Book 4",Literature & Fiction
1534,B082VKVV7H,,"Cross Her Heart: Bree Taggert, Book 1","Mystery, Thriller & Suspense"
1535,B082WJW31R,,Opium and Absinthe: A Novel,"Mystery, Thriller & Suspense"
1536,B0831RXXSY,,Total Power (Mitch Rapp Book 19),"Mystery, Thriller & Suspense"
1537,B083LK31L1,,"Shadows in Death: An Eve Dallas Novel: In Death, Book 51","Mystery, Thriller & Suspense"
1538,B0835YQDTQ,,The Chronicles of Narnia Adult Box Set,Science Fiction & Fantasy
1539,B083J7QQ89,,The Cipher (Nina Guerrera Book 1),"Mystery, Thriller & Suspense"
1540,B083F26XY1,,The Spell Book for New Witches: Essential Spells to Change Your Life,Religion & Spirituality
1541,B083P1J5QX,,Every Last Secret,"Mystery, Thriller & Suspense"
1542,B083V6KFRR,,"The Girl Beneath the Sea: A Thriller (Underwater Investigation Unit, Book 1)",Literature & Fiction
1543,B0844MDZ72,,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Religion & Spirituality
1544,B0844N6KP3,,Just as I Am: A Memoir,Biographies & Memoirs
1545,B0844PWK76,,The Invisible Life of Addie LaRue,Science Fiction & Fantasy
1546,B0844QMMPD,,Walk the Wire,Literature & Fiction
1547,B0844QT2FT,,The Haunting of Brynn Wilder: A Novel,"Mystery, Thriller & Suspense"
1548,B0844TK94Y,,Walk the Wire,Literature & Fiction
1549,B083YVR76N,,Lady in Waiting: My Extraordinary Life in the Shadow of the Crown,Biographies & Memoirs
1550,B0842XLN7Z,,"All the Devils Are Here: A Novel: Chief Inspector Gamache Novel, Book 16","Mystery, Thriller & Suspense"
1551,B0845YKM1P,,The Total Money Makeover: A Proven Plan for Financial Fitness,Business & Money
1552,B084BS795T,,The House in the Cerulean Sea,LGBTQ+ Books
1553,B084HKVBB2,,One by One,"Mystery, Thriller & Suspense"
1554,B084G9Z5C3,,One by One,"Mystery, Thriller & Suspense"
1555,B0848RZ1QT,,Live Free or Die: America (and the World) on the Brink,Politics & Social Sciences
1556,B084J91WW9,,Anxious People: A Novel,Literature & Fiction
1557,B084M5S1B4,,The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything,"Crafts, Hobbies & Home"
1558,B084X5WVX9,,Troubled Blood (A Cormoran Strike Novel Book 5),"Mystery, Thriller & Suspense"
1559,B084H18RVK,,Invisible Girl: A Novel,"Mystery, Thriller & Suspense"
1560,B084RJZ7ZX,,Drown Her Sorrows (Bree Taggert Book 3),"Mystery, Thriller & Suspense"
1561,B084RSGF3B,,Honeysuckle Season,Literature & Fiction
1562,B084NVNFBH,,Piranesi,Literature & Fiction
1563,B084Z2Q6DH,,The Autobiography of Malcolm X: As Told to Alex Haley,Politics & Social Sciences
1564,B0852ZXJSD,,The Law of Innocence (Mickey Haller Book 6),"Mystery, Thriller & Suspense"
1565,B0853767GV,,War Lord: A Novel (Saxon Tales Book 13),Literature & Fiction
1566,B085BKVZFQ,,Humans,Arts & Photography
1567,B085C74285,,Deadly Cross (Alex Cross Book 28),"Mystery, Thriller & Suspense"
1568,B085CN7WZJ,,"Total Power: A Mitch Rapp Novel, Book 19","Mystery, Thriller & Suspense"
1569,B085CNPMX7,,Melania and Me: The Rise and Fall of My Friendship with the First Lady,Biographies & Memoirs
1570,B085FYFZCC,,The Return,Literature & Fiction
1571,B085KB4NQS,,Hamnet,Literature & Fiction
1572,B085GJNLGC,,Fortune and Glory: Tantalizing Twenty-Seven,Literature & Fiction
1573,B085LLCPT5,,"The Gifts of Imperfection, 10th Anniversary Edition: Features a New Foreword",Medical Books
1574,B085LRMRQD,,The Black Echo: Special Edition,"Mystery, Thriller & Suspense"
1575,B085LS3FLK,,Beach Read,Literature & Fiction
1576,B085W8TJ3F,,"War Lord: The Last Kingdom Series, Book 13",Literature & Fiction
1577,B085S7DMRQ,,The Vanishing Half: A Novel,Literature & Fiction
1578,B085S8BSYS,,The Midnight Library: A Novel,Science Fiction & Fantasy
1579,B085VPF1VT,"https://images-na.ssl-images-amazon.com/images/I/61Om4RTW-IS._SX218_BO1,204,203,200_QL40_FMwebp_.jpg",The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"Health, Fitness & Dieting"
1580,B085VXLKRJ,,Caste (Oprah's Book Club): The Origins of Our Discontents,Politics & Social Sciences
1581,B085ZZFKBV,,Layla,Literature & Fiction
1582,B0865TSTWM,,Piranesi,Literature & Fiction
1583,B086FWSMJD,,"The Sentinel: Jack Reacher, Book 25",Literature & Fiction
1584,B0863HX8N7,,The 20th Victim,"Mystery, Thriller & Suspense"
1585,B086DL5TVZ,,The Thursday Murder Club: A Novel,"Mystery, Thriller & Suspense"
1586,B08681BNKV,,The Searcher: A Novel,"Mystery, Thriller & Suspense"
1587,B086Q1J7FC,,The Searcher: A Novel,"Mystery, Thriller & Suspense"
1588,B086XMV525,,Chakra Healing: A Beginner's Guide to Self-Healing Techniques That Balance the Chakras,Religion & Spirituality
1589,B086Q79HV5,,It's in His Kiss,Literature & Fiction
1590,B086WPC14V,,"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Medical Books
1591,B086WPHH28,,We Begin at the End,"Mystery, Thriller & Suspense"
1592,B086L3GJVP,,"The Cipher: Nina Guerrera, Book 1","Mystery, Thriller & Suspense"
1593,B087BQ7GB4,,"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cys",Medical Books
1594,B087JH1KXL,,The Push: Mother. Daughter. Angel. Monster? The Sunday Times bestseller,"Mystery, Thriller & Suspense"
1595,B087P4M1GB,,Nine Perfect Strangers,Literature & Fiction
1596,B087PKF9LZ,,A Time for Mercy (Jake Brigance Book 3),"Mystery, Thriller & Suspense"
1597,B087Q1QNTL,,In Her Tracks (Tracy Crosswhite Book 8),"Mystery, Thriller & Suspense"
1598,B087QDTRHD,,The Salt Path,Travel
1599,B087X9RV3F,,Roommaid,Romance
1600,B087XBR1R8,,"The Last Agent: Charles Jenkins, Book 2","Mystery, Thriller & Suspense"
1601,B088C3PM7N,,The Push: A Novel,Literature & Fiction
1602,B087XTPLC6,,Elsewhere,Literature & Fiction
1603,B087XTX618,,"Spellbreaker: Spellbreaker, Book 1",Science Fiction & Fantasy
1604,B088HH7ZTC,,A Time for Mercy: A Jake Brigance Novel,"Mystery, Thriller & Suspense"
1605,B0888TMYGZ,,The Survivors: A Novel,Literature & Fiction
1606,B0889FH56N,,Faithless in Death: An Eve Dallas Novel,"Mystery, Thriller & Suspense"
1607,B088JGTGN6,,"A Wanted Man: Jack Reacher, Book 17",Literature & Fiction
1608,B088JHLCT3,,"Never Go Back: Jack Reacher, Book 18",Literature & Fiction
1609,B088JLNT51,,"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis, Cysts, Fatigue, PCOS, Fibroids, UTI, Endometriosis & Autoimmune",Medical Books
1610,B0882VNQKS,,The Four Winds: A Novel,Literature & Fiction
1611,B087WJFKV5,,Layla,Literature & Fiction
1612,B088NC875Q,,When God Made You,Children's Books
1613,B088KQXXDL,,The Law of Innocence,Literature & Fiction
1614,B0898S6V6T,,Rage,Politics & Social Sciences
1615,B0898S8WP8,,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Biographies & Memoirs
1616,B0893ZCG22,,Our Class is a Family,Children's Books
1617,B08963XYBB,,Humans,Arts & Photography
1618,B0892HRS76,"https://images-na.ssl-images-amazon.com/images/I/517e-6S87uL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg","200 Must Know Sight Words Activity Workbook: Learn, Trace & Practice The 200 Most Common High Frequency Words For Kids Learning To Write & Read. | Ages 5-8",Children's Books
1619,B0892PTNXG,,"Virgin River: Virgin River, Book 1",Literature & Fiction
1620,B0899ZSB11,,A Deadly Influence (Abby Mullen Thrillers Book 1),"Mystery, Thriller & Suspense"
1621,B089KRY2QM,,"Troubled Blood: A Cormoran Strike Novel, Book 5","Mystery, Thriller & Suspense"
1622,B0897CP22M,,The Great Gatsby,Romance
1623,B089DMG5M6,,The President's Daughter: A Thriller,Literature & Fiction
1624,B089GSG9K5,,The Secret Stealers: A Novel,Literature & Fiction
1625,B089GSVYJW,,A Familiar Sight (Dr. Gretchen White Book 1),"Mystery, Thriller & Suspense"
1626,B089535LZD,https://images-na.ssl-images-amazon.com/images/I/41c4LP5otfL._SX342_SY445_QL70_FMwebp_.jpg,Pride and Prejudice,Literature & Fiction
1627,B089MCQBT2,,The Last Correspondent,Literature & Fiction
1628,B089Q37QPL,,Win (Windsor Horne Lockwood III Book 1),"Mystery, Thriller & Suspense"
1629,B089SZJF11,,The Rose Code: A Novel,Literature & Fiction
1630,B089WHV9Y7,,The Rose Code: A Novel,Literature & Fiction
1631,B089XJLJ43,,The Good Sister: A Novel,Literature & Fiction
1632,B08BMHBNPR,,Every Last Secret,"Mystery, Thriller & Suspense"
1633,B08B6C7X8V,,The Last Flight: A Novel,"Mystery, Thriller & Suspense"
1634,B08BS49DCN,,Are You My Mother?: Beginner Books(R),Children's Books
1635,B08BT83Z97,,The Richest Man in Babylon: Discover the Essentials of the Legendary Guide to Wealth!,Business & Money
1636,B08BXB3JVY,,The Lost Apothecary: A Novel,Literature & Fiction
1637,B08BV3361S,,The Meaning of Mariah Carey,Biographies & Memoirs
1638,B08C8XFQMN,,The Hobbit,Literature & Fiction
1639,B08C6Z2C6G,,Choose Me,"Mystery, Thriller & Suspense"
1640,B08C36KC3J,,The Best of Friends,"Mystery, Thriller & Suspense"
1641,B08C7DQWRC,,Ready Player Two: A Novel,Science Fiction & Fantasy
1642,B08C7J3LQZ,,The Next Wife,"Mystery, Thriller & Suspense"
1643,B08CQ17D7H,,Life After Death,Literature & Fiction
1644,B08CRXC7WQ,,12 Years A Slave,Politics & Social Sciences
1645,B08CS46ZP4,,The Mirror & the Light: A Novel,Literature & Fiction
1646,B08CV9SPDQ,,The Venice Sketchbook: A Novel,Literature & Fiction
1647,B08D9WJ9G8,,"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Business & Money
1648,B08DBJS9JS,,The Secret Stealers: A Novel,Literature & Fiction
1649,B08DFSR14S,,Mrs. Rochester's Ghost: A Thriller,"Mystery, Thriller & Suspense"
1650,B08D3Z2D69,,The Shadow Box,"Mystery, Thriller & Suspense"
1651,B08D9SY5VB,,The Ickabog,Children's Books
1652,B08CZXLBSQ,,"From Blood and Ash: Blood and Ash, Book 1",Romance
1653,B08FFJS3YW,,Project Hail Mary: From the bestselling author of The Martian,"Mystery, Thriller & Suspense"
1654,B08FKH7PXX,,The Sanatorium: A Novel,Literature & Fiction
1655,B08FCXG1SB,,A Court of Silver Flames,Literature & Fiction
1656,B08DYF1ZJ2,,The Wedding Game,Literature & Fiction
1657,B08DYFBB92,,Greenlights,Biographies & Memoirs
1658,B08F6DGBJ1,,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond",Religion & Spirituality
1659,B08F4GYM8W,,Later,"Mystery, Thriller & Suspense"
1660,B08GB58KD5,,Project Hail Mary,Science Fiction & Fantasy
1661,B08G1Y9XFG,,"Clanlands: Whisky, Warfare, and a Scottish Adventure Like No Other",History
1662,B08GC7NXXL,,Wuthering Heights (Oxford World's Classics),Literature & Fiction
1663,B08FXMMKCS,,"The Girl in Cabin 13: Emma Griffin FBI Mystery, Book 1","Mystery, Thriller & Suspense"
1664,B08GLWCZTY,"https://images-na.ssl-images-amazon.com/images/I/51fK9K+JzzL._SY344_BO1,204,203,200_.jpg",Heart Bones,Romance
1665,B08GQC9P7Q,,People We Meet on Vacation,Literature & Fiction
1666,B08H8V21KC,,Legacy: A Novel,Literature & Fiction
1667,B08H9ML5F8,,"A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood and Ash, Book 2)",Romance
1668,B08GTVH26H,,Infinite,"Mystery, Thriller & Suspense"
1669,B08GYLCFVS,,Later,Literature & Fiction
1670,B08H9WBQJT,,The Next Wife,"Mystery, Thriller & Suspense"
1671,B08HDK46CR,,The Watcher Girl: A Thriller,"Mystery, Thriller & Suspense"
1672,B08GV4D3S2,,Seven Perfect Things,Literature & Fiction
1673,B08GV5KZN8,,The Last Green Valley,Literature & Fiction
1674,B08GVFMR2G,,West with Giraffes: A Novel,Literature & Fiction
1675,B08HGH9JMF,,A Promised Land,Biographies & Memoirs
1676,B08H3JZVJQ,,The Perfect Marriage,Literature & Fiction
1677,B08HNFDDJT,,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Biographies & Memoirs
1678,B08HRQ44JJ,,The Other Emily,"Mystery, Thriller & Suspense"
1679,B08JCPF9HM,,A Promised Land,Biographies & Memoirs
1680,B08JKC299M,,The Plot: A Novel,"Mystery, Thriller & Suspense"
1681,B08K1R53VX,,"Deadly Cross: Alex Cross, Book 28","Mystery, Thriller & Suspense"
1682,B08L5KSV33,,While Justice Sleeps: A Novel,"Mystery, Thriller & Suspense"
1683,B08KFJBV6P,,"The Boy, the Mole, the Fox and the Horse",Politics & Social Sciences
1684,B08KHJQXSX,,The Great Gatsby,Literature & Fiction
1685,B08KSCBP6H,,Daylight,Literature & Fiction
1686,B08L3B4VH4,,21st Birthday (Women's Murder Club),"Mystery, Thriller & Suspense"
1687,B08L8F4B2J,,Ocean Prey,"Mystery, Thriller & Suspense"
1688,B08L9K245G,,Win,"Mystery, Thriller & Suspense"
1689,B08L9MPPNJ,,These Tangled Vines: A Novel,Literature & Fiction
1690,B08L9QD4NH,,Malibu Rising: A Novel,Literature & Fiction
1691,B08LMN5TVG,,The Girls in the Attic,Literature & Fiction
1692,B08LNZXDC7,,The Plot: A Novel,"Mystery, Thriller & Suspense"
1693,B08MPVFL46,,These Toxic Things: A Thriller,"Mystery, Thriller & Suspense"
1694,B08NCJQ7VD,,1984,Literature & Fiction
1695,B08N393GT5,,The Last Thing He Told Me: A Novel,Literature & Fiction
1696,B08N3GRPCQ,,Heart Bones,Romance
1697,B08N5YFL78,,Her Perfect Family,Literature & Fiction
1698,B08QQ1X9VJ,,Beneath Devil's Bridge: A Novel,"Mystery, Thriller & Suspense"
1699,B08Q7GGMNG,,Constance,"Mystery, Thriller & Suspense"
1700,B08QSNRW26,,"The Crown of Gilded Bones: Blood and Ash, Book 3",Romance
1701,B08R96D5FF,,The Paper Palace: A Novel,Literature & Fiction
1702,B08R11W8Z7,,The Maidens,"Mystery, Thriller & Suspense"
1703,B08R6L3F8P,,The Moonlight Child,Literature & Fiction
1704,B08R2KNYVW,,Forgotten in Death: An Eve Dallas Novel,"Mystery, Thriller & Suspense"
1705,B08RXBV1J9,"https://images-na.ssl-images-amazon.com/images/I/41gaQsKHYEL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Great Gatsby,Sports & Outdoors
1706,B08S78GJ1R,,"Better Off Dead: Jack Reacher, Book 26",Literature & Fiction
1707,B08SHRRPK2,,"Better Off Dead: Jack Reacher, Book 26",Literature & Fiction
1708,B08SHYYRHW,,A Gambling Man,Literature & Fiction
1709,B08T1NR1Q7,,Throne of Glass,Teen & Young Adult
1710,B08TX4D8R5,,Sooley: A Novel,Literature & Fiction
1711,B08TYBSPK8,,The Madness of Crowds: A Novel,"Mystery, Thriller & Suspense"
1712,B08TRLMJM6,,The Hill We Climb: An Inaugural Poem for the Country,Literature & Fiction
1713,B08V5H41F1,,Crown of Midnight,Teen & Young Adult
1714,B08V5KZ87W,,Her Perfect Family,"Mystery, Thriller & Suspense"
1715,B08V6Q4FWZ,,The Girls in the Attic,Literature & Fiction
1716,B08V75GSDQ,,The Red Book,"Mystery, Thriller & Suspense"
1717,B08V236NLL,,Forgotten in Death: An Eve Dallas Novel (In Death),"Mystery, Thriller & Suspense"
1718,B08TT18BGC,,Den of Vipers,Romance
1719,B08V115QC7,,Sooley: The Gripping Bestseller from John Grisham - The perfect Christmas present,"Mystery, Thriller & Suspense"
1720,B08V8939WY,,Apples Never Fall,Literature & Fiction
1721,B08V91YY8R,,The Premonition: A Pandemic Story,Medical Books
1722,B08VDW5TTT,,Enemy at the Gates,"Mystery, Thriller & Suspense"
1723,B08V9HZGJP,,Billy Summers,Literature & Fiction
1724,B08VBS7RZX,,Enemy at the Gates (Mitch Rapp Book 20),"Mystery, Thriller & Suspense"
1725,B08WHQTQBT,,State of Terror: A Novel,"Mystery, Thriller & Suspense"
1726,B08WLRG1L2,,The Dark Hours,"Mystery, Thriller & Suspense"
1727,B08WJ119PT,,The Cellist: A Novel,Literature & Fiction
1728,B08VJL9Z5X,,State of Terror: A Novel,"Mystery, Thriller & Suspense"
1729,B08WVLSDDR,,The Lincoln Highway: A Novel,Literature & Fiction
1730,B08VY5V6L2,,The Hill We Climb: An Inaugural Poem for the Country,Literature & Fiction
1731,B08X1Q7M9M,,"How to Day Trade for a Living: A Beginner’s Guide to Trading Tools and Tactics, Money Management, Discipline and Trading Psychology",Business & Money
1732,B08WQ6MD9C,,Choose Me,"Mystery, Thriller & Suspense"
1733,B08WRKY4Z7,,The Dark Hours,Literature & Fiction
1734,B08WRNPF3M,,21st Birthday,"Mystery, Thriller & Suspense"
1735,B08X48G5VL,,The Keeper of Happy Endings,Literature & Fiction
1736,B08Y97CJQV,,Freed: Fifty Shades Freed as Told by Christian,Literature & Fiction
1737,B08XVZSCM9,,Good as Dead: A Novel,Literature & Fiction
1738,B08XQVKCGG,,The Premonition: A Pandemic Story,Medical Books
1739,B08ZYRTGJC,,The Salt Path: A Memoir,Biographies & Memoirs
1740,B0929XZZBF,,The Mixtape,Literature & Fiction
1741,B092FM1LG9,,American Marxism,Politics & Social Sciences
1742,B093F7SP44,,The Judge's List: A Novel (The Whistler Book 2),"Mystery, Thriller & Suspense"
1743,B093MYWTT5,"https://images-na.ssl-images-amazon.com/images/I/41NssxNlPlS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg",The Great Gatsby: The Original 1925 Edition (A F. Scott Fitzgerald Classic Novel),Literature & Fiction
1744,B093N8JP2B,,The Judge's List: A Novel,"Mystery, Thriller & Suspense"
1745,B0944BZ5XX,,The Wish,Literature & Fiction
1746,B095CT2T9F,,I Alone Can Fix It: Donald J. Trump's Catastrophic Final Year,Politics & Social Sciences
1747,B0957BW2Z4,,The Great Gatsby,Literature & Fiction
1748,B095KSYL4Z,,The Spell Book for New Witches: Essential Spells to Change Your Life,Religion & Spirituality
1749,B0968319S1,,1984,Science Fiction & Fantasy
1750,B097PHB9LB,,Animal Farm,Literature & Fiction
1751,B097PNVXBS,,The Great Gatsby,Literature & Fiction
1752,B097RT9BC4,,The Judge's List: John Grisham’s latest breathtaking bestseller – the perfect Christmas present,"Mystery, Thriller & Suspense"
1753,B097S3KH86,,The Dark Hours,"Mystery, Thriller & Suspense"
1754,B098KBQHCT,,"Misjudged: Sam Johnstone, Book 1","Mystery, Thriller & Suspense"
1755,B098T8RGF4,,"The Return of the King: The Lord of the Rings, Book 3",Literature & Fiction
1756,B099C9GH4S,,Peril,Politics & Social Sciences
1757,B099NYMSBY,,"The Return of the King: Lord of the Rings, Book 3",Science Fiction & Fantasy
1758,B09CFSW5Y5,,milk and honey,Literature & Fiction
1759,B09CG2ZND5,,The sun and her flowers,Literature & Fiction
1760,B09C6GMVLH,,1984,Politics & Social Sciences
1761,B09CH915FH,,"Heir of Fire: Throne of Glass, Book 3",Teen & Young Adult
1762,B09CFP1LC1,,Home Body,Literature & Fiction
1763,B09C91M3GK,,The Great Gatsby,Literature & Fiction
1764,B09F3R1F1M,,The Judge's List,"Mystery, Thriller & Suspense"
1765,B09JT5JR49,,The Eye of the World: Book One of The Wheel of Time,Literature & Fiction
1766,B09LNW1NPV,,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives",Religion & Spirituality
1767,B09LV55KNH,,"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit","Health, Fitness & Dieting"
1768,B09N1L9QK6,,The Old Man of the Sea.,Literature & Fiction
1769,B0000547HM,,On Writing: A Memoir of the Craft,Reference
1770,B00005AAPL,,The Power of Now: A Guide to Spiritual Enlightenment,"Health, Fitness & Dieting"
1771,B00006JMD2,,Ender's Game: Special 20th Anniversary Edition,Science Fiction & Fantasy
1772,B0000W6SQS,,Where the Red Fern Grows,Children's Books
1773,B0000X8R9S,,Hatchet,Children's Books
1774,B0000BZ2U8,,The Kite Runner,Literature & Fiction
1775,B0000YSH2O,,American Gods [TV Tie-In],Literature & Fiction
1776,B0000YSH38,,Coraline,Children's Books
1777,B0000YSH4W,,The Giver,Teen & Young Adult
1778,B0000YSH5G,,Holes,Children's Books
1779,B0000E69E3,,Lord of the Flies,Teen & Young Adult
1780,B00026WUO6,,The Eye of the World: Book One of The Wheel of Time,Science Fiction & Fantasy
1781,B0001DBI1Q,,"A Game of Thrones: A Song of Ice and Fire, Book 1",Literature & Fiction
1782,B00023O146,,Number the Stars,Children's Books
1783,B0001MC01Y,,"A Clash of Kings: A Song of Ice and Fire, Book 2",Literature & Fiction
1784,B0002P0FJE,,Art of War,History
1785,B0002QU5CK,,The Outsiders,Teen & Young Adult
1786,B0006IU470,,Man's Search for Meaning,Medical Books
1787,B0006IU7JK,,How to Win Friends & Influence People,Self-Help
1788,B0007OB58A,,Alexander Hamilton,Biographies & Memoirs
1789,B0007OB5M6,,"Many Lives, Many Masters: The True Story of a Psychiatrist, His Young Patient, and Past-Life Therapy",Religion & Spirituality
1790,B000BKHEW6,,The Curious Incident of the Dog in the Night-Time (Dramatised),Literature & Fiction
1791,B000A5CJSQ,,"The Lightning Thief: Percy Jackson and the Olympians, Book 1",Teen & Young Adult
1792,B000BO2D3C,,The Alchemist: A Fable About Following Your Dream,Literature & Fiction
1793,B000BO2D64,,"Twilight: The Twilight Saga, Book 1",Teen & Young Adult
1794,B000EQINJA,,Pride and Prejudice [Audible Studios],Literature & Fiction
1795,B000GB8WGM,,"The Sea of Monsters: Percy Jackson and the Olympians, Book 2",Children's Books
1796,B000GW8NVA,,"Outlander: Outlander, Book 1",Romance
1797,B000FC0SIM,,On Writing: A Memoir Of The Craft (A Memoir of the Craft (Reissue)),Reference
1798,B000FIHM3U,,The Old Man and the Sea,Literature & Fiction
1799,B000GHMWFI,,How the Grinch Stole Christmas,Children's Books
1800,B000FC12C8,,"The Intelligent Investor, Rev. Ed: The Definitive Book on Value Investing",Business & Money
1801,B000FC1RCI,,And Then There Were None,"Mystery, Thriller & Suspense"
1802,B000LC3JX2,,The Secret,Religion & Spirituality
1803,B000OZ0NXA,,"Killing Floor (Jack Reacher, Book 1)","Mystery, Thriller & Suspense"
1804,B000OCXIRG,,Lord of the Flies,Politics & Social Sciences
1805,B000J20TZA,,The Book Thief,Teen & Young Adult
1806,B000J20U1S,,The Boy in the Striped Pajamas,Teen & Young Adult
1807,B000J20U3G,,Sharp Objects: A Novel,Literature & Fiction
1808,B000MV8X56,,"Voyager: Outlander, Book 3",Romance
1809,B000OIZUWG,,Echo Burning (Jack Reacher Book 5),"Mystery, Thriller & Suspense"
1810,B000JCE3CU,,A Christmas Carol (Simon & Schuster Edition),Literature & Fiction
1811,B000K2Q6WE,,"Dragonfly in Amber: Outlander, Book 2",Romance
1812,B000OYDISS,,The Picture of Dorian Gray,LGBTQ+ Books
1813,B000PSJBBG,,"The Titan's Curse: Percy Jackson and the Olympians, Book 3",Children's Books
1814,B000SEGHT6,,Slaughterhouse-Five: A Novel,Literature & Fiction
1815,B000UW50LW,,"Eclipse: The Twilight Saga, Book 3",Children's Books
1816,B000TD15PM,,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Biographies & Memoirs
1817,B000R34YKC,,Dune,Science Fiction & Fantasy
1818,B000X1MX7E,,The Pillars of the Earth,Literature & Fiction
1819,B000XJNDVQ,,Think and Grow Rich,Business & Money
1820,B000XSAY4Q,,Tuesdays with Morrie: 20th Anniversary Edition,Self-Help
1821,B0015SNJAY,,Diary of a Wimpy Kid,Children's Books
1822,B0015DWJX2,,The Guernsey Literary and Potato Peel Pie Society: A Novel,Literature & Fiction
1823,B0018OQ2F4,,Firefly Lane: A Novel,Literature & Fiction
1824,B001BACYFM,,"The Black Echo: Harry Bosch Series, Book 1","Mystery, Thriller & Suspense"
1825,B001BANK32,,The Shining,Literature & Fiction
1826,B001FD6RLM,,"Breaking Dawn: The Twilight Saga, Book 4",Teen & Young Adult
1827,B001G8MA4O,,"The Girl with the Dragon Tattoo: The Millennium Series, Book 1","Mystery, Thriller & Suspense"
1828,B001DNNAU0,,Redeeming Love,Christian Books & Bibles
1829,B001I7RRUA,,The Picture of Dorian Gray,LGBTQ+ Books
1830,B001G4Y8ZC,,The Picture of Dorian Gray,LGBTQ+ Books
1831,B001WYVAJ8,,One Second After,"Mystery, Thriller & Suspense"
1832,B001MXQ7AQ,,Atlas Shrugged,Literature & Fiction
1833,B001LNK9C4,,Outliers: The Story of Success,Science & Math
1834,B001NHNG64,,Die Trying (Jack Reacher Book 2),"Mystery, Thriller & Suspense"
1835,B0025UMMBI,,The Art of War,Business & Money
1836,B0028TY1CO,,Dark Places: A Novel,"Mystery, Thriller & Suspense"
1837,B002AU3UHS,,Women Who Run with the Wolves: Myths and Stories of the Wild Woman Archetype,Religion & Spirituality
1838,B002SRC2PO,,"The Maze Runner: Maze Runner, Book 1",Children's Books
